Source,Target,Weight
html5kr,webcryptoapi,2
html5kr,wot,4
html5kr,bigdata,1
html5kr,opendatadir,1
html5kr,webid,1
html5kr,cloud,1
html5kr,ostatus,1
html5kr,wicg,1
html5kr,wearableweb,1
webize,socbizcg,4
webize,cnwa,1
webize,sport-schema,1
webize,bde-transport,1
webize,activitypub,1
webize,mws,2
webize,webed,2
webize,bde-societies,1
webize,bde-climate,1
webize,pubsub,4
webize,web-nfc,1
webize,emergency,1
webize,bde-energy,1
webize,rww,10
webize,credentials,5
webize,restonto,2
webize,bde-food,1
webize,schemaorg,3
webize,webzakim,2
webize,fedid,4
webize,ssn-cg,2
webize,coders4africa,1
webize,ontolex,1
webize,decisionml,2
webize,rdf-tests,2
webize,mobileacc,1
webize,semnews,3
webize,schemed,1
webize,cryptoledgers,2
webize,opened,2
webize,webcryptoapi,1
webize,wot,3
webize,cndpubcg,1
webize,bigdata,2
webize,sustyweb,1
webize,locadd,4
webize,carto,1
webize,custexpdata,2
webize,spec-annotation,1
webize,urispec,1
webize,ld4lt,1
webize,w3id,2
webize,omn,2
webize,rdfjs,6
webize,change,1
webize,bde-secure-societies,1
webize,accessibilityinindia,1
webize,nextweb,1
webize,restrictedmedia,1
webize,games,2
webize,trustperms,1
webize,d-tasks,3
webize,markdown,1
webize,openannotation,2
webize,geosemweb,5
webize,webid,6
webize,openw3c,1
webize,swisig,1
webize,agri,1
webize,w3process,1
webize,cloud,1
webize,ostatus,1
webize,cv2,1
webize,wicg,1
webize,hydra,6
webize,bde-health,1
webize,semwebprog,2
webize,agelabels,1
webize,gao,1
webize,places,3
webize,rsp,3
webize,autowebtest,1
webize,sodata,3
webarraymath,annoux,1
webarraymath,cdl,1
webarraymath,native-web-apps,1
webarraymath,webmidi,2
webarraymath,scriptlib,1
webarraymath,svgopentype,2
webarraymath,speech-api,1
webarraymath,webobservatory,1
webarraymath,vxmlcg,1
webarraymath,webed,1
webarraymath,whatwg,1
webarraymath,timed-text,1
webarraymath,infographics,2
webarraymath,webassembly,2
webarraymath,expath,1
webarraymath,respimg,1
webarraymath,rww,1
webarraymath,ppl,2
webarraymath,schemaorg,1
webarraymath,coders4africa,1
webarraymath,mobileacc,1
webarraymath,webdevdata,2
webarraymath,cssselfrags,1
webarraymath,cndpubcg,1
webarraymath,bigdata,1
webarraymath,sustyweb,1
webarraymath,spec-annotation,1
webarraymath,egovernance,1
webarraymath,change,1
webarraymath,browsersync,1
webarraymath,nextweb,2
webarraymath,restrictedmedia,1
webarraymath,games,1
webarraymath,markdown,1
webarraymath,openannotation,1
webarraymath,xmlperf,1
webarraymath,geosemweb,1
